institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2018 Endowment,School Website
Sarah Lawrence College,national-liberal-arts-colleges,,NY,Bronxville,10708,,True,private,#68,68,True,27,62,56,57520,3.7,,,1410,,1240,37725.0,1240-1420,27-32,"Private, Coed",1926,None,Semester,Suburban,$113.8 million,http://www.slc.edu
Savannah College of Art and Design,specialty-arts,SCAD,GA,Savannah,31402,,True,private,Unranked,-2,False,20,,72,37575,,,,12217,,1050,,1050-1240,20-27,"Private, Coed",1978,None,Quarter,City,$154.8 million,http://www.scad.edu
Savannah State University,regional-universities-south,,GA,Savannah,31404,south,True,public,#96-#122,-1,False,16,,57,19401,,,,3895,2.0,870,,870-1030,16-19,"Public, Coed",1890,None,Semester,City,$8.0 million +,//www. savannahstate.edu
Schoolcraft College,regional-colleges-midwest,,MI,Livonia,48152,midwest,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.ptcollege.edu
The School of Architecture at Taliesin,specialty-arts,,AZ,Scottsdale,85259,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,1932,None,Trimester,Suburban,N/A,http://www.taliesin.edu/
School of the Art Institute of Chicago,specialty-arts,SAIC,IL,Chicago,60603,,True,private,Unranked,-2,False,22,,58,51875,3.5,,,2893,,1120,,1120-1340,22-28,"Private, Coed",1866,None,Semester,Urban,$224.4 million,http://www.saic.edu
School of Visual Arts,specialty-arts,,NY,New York,10010,,True,proprietary,Unranked,-2,False,23,,70,41900,3.4,,,3714,,1053,,1053-1320,23-29,"Proprietary, Coed",1947,None,Semester,Urban,N/A,http://www.sva.edu/admissions/undergraduate
Schreiner University,regional-colleges-west,,TX,Kerrville,78028,west,True,private,#12,12,True,18,60,91,30470,3.5,,,1319,,960,31977.0,960-1130,18-23,"Private, Coed",1923,Presbyterian Church (USA),Semester,Rural,$71.6 million,http://www.schreiner.edu
Scripps College,national-liberal-arts-colleges,,CA,Claremont,91711,,True,private,#33,33,True,30,37,24,57188,4,,,1048,,1300,34706.0,1300-1480,30-33,"Private, Women's college",1926,None,Semester,Suburban,$362.0 million +,http://www.scrippscollege.edu/
Seattle Central College,regional-colleges-west,,WA,Seattle,98122,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Public, Coed",1966,None,Quarter,Urban,N/A,//www.seattlecentral.edu/
Seattle Pacific University,national-universities,,WA,Seattle,98119,,True,private,#192,192,True,20,,90,45078,3.7,2.8,,2876,2.2,1030,,1030-1240,20-27,"Private, Coed",1891,Free Methodist,Quarter,Urban,$110.1 million,http://www.spu.edu
Seattle University,national-universities,SU,WA,Seattle,98122,,True,private,#139,139,True,24,52,76,46590,3.6,3.2,,4764,2.9,1130,34783.0,1130-1320,24-30,"Private, Coed",1891,Roman Catholic,Quarter,Urban,$241.2 million,http://www.seattleu.edu
Seminole State College of Florida,regional-colleges-south,,FL,Sanford,32773,south,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Public, Coed",1965,None,Semester,Suburban,N/A,//www.seminolestate.edu
Seton Hall University,national-universities,,NJ,South Orange,07079,,True,private,#139,139,True,24,,70,43780,3.6,,,6136,3.0,1150,,1150-1310,24-28,"Private, Coed",1856,Roman Catholic,Semester,Suburban,$257.7 million +,http://www.shu.edu
Seton Hill University,regional-universities-north,,PA,Greensburg,15601,north,True,private,#48,48,True,21,81,75,36856,3.7,,,1710,,1020,31386.0,1020-1240,21-27,"Private, Coed",1883,Roman Catholic,Semester,Suburban,$40.4 million +,http://www.setonhill.edu
Shasta College,regional-colleges-west,,CA,Redding,96003,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.shastacollege.edu
Shawnee State University,regional-universities-midwest,,OH,Portsmouth,45662,midwest,True,public,#117-#153,-1,False,19,,74,14189,3.4,,,3097,,888,,888-1190,19-24,"Public, Coed",1986,None,Semester,City,$19.9 million +,http://www.shawnee.edu
Shaw University,regional-colleges-south,,NC,Raleigh,27601,south,True,private,#65-#84,-1,False,13,,52,16480,2.5,,,1305,,780,,780-910,13-16,"Private, Coed",1865, Baptist,Semester,Urban,$10.7 million,http://www.shawu.edu
Shenandoah University,national-universities,,VA,Winchester,22601,,True,private,#263,263,True,21,,70,33242,3.5,,,2034,2.0,980,,980-1190,21-26,"Private, Coed",1875,United Methodist,Semester,City,$66.2 million,http://www.su.edu
Shepherd University,national-liberal-arts-colleges,,WV,Shepherdstown,25443,,True,public,#164-#215,-1,False,19,,89,18224,3.4,,,3380,,970,,970-1160,19-23,"Public, Coed",1871,None,Semester,Rural,$20.7 million +,https://www.shepherd.edu
Shippensburg University of Pennsylvania,regional-universities-north,,PA,Shippensburg,17257,north,True,public,#100,100,True,17,,88,20536,3.2,,,5501,2.2,970,,970-1170,17-23,"Public, Coed",1871,None,Semester,Rural,$43.5 million +,http://www.ship.edu
Shorter University,regional-universities-south,,GA,Rome,30165,south,True,private,#96-#122,-1,False,17,,57,22370,,,,1352,,880,,880-1090,17-24,"Private, Coed",1873, Baptist,Semester,Suburban,N/A,https://www.shorter.edu/
Siena College,regional-universities-north,,NY,Loudonville,12211,north,True,private,#16,16,True,22,74,80,38355,3.5,,,3167,2.1,1070,31214.0,1070-1270,22-28,"Private, Coed",1937,Roman Catholic,Semester,Suburban,$135.3 million,https://www.siena.edu
Siena Heights University,regional-universities-midwest,,MI,Adrian,49221,midwest,True,private,#111,111,True,17,,69,27124,3.1,,,2208,,870,,870-1090,17-22,"Private, Coed",1919,Roman Catholic,Semester,Suburban,$13.6 million +,http://www.sienaheights.edu
Sierra Nevada College,regional-universities-west,,NV,Incline Village,89451,west,True,private,#87-#113,-1,False,19,,69,,,,,,,910,,910-1140,19-24,"Private, Coed",1969,None,Semester,Rural,N/A,http://www.sierranevada.edu
Silver Lake College,regional-universities-midwest,,WI,Manitowoc,54220,midwest,True,private,#117-#153,-1,False,,,52,,,,,,,,,N/A,N/A,"Private, Coed",1935,Roman Catholic,Semester,Rural,N/A,http://www.sl.edu
Simmons University,national-universities,,MA,Boston,02115,,True,private,#125,125,True,24,75,70,42066,3.4,,,1837,2.3,1130,30350.0,1130-1300,24-30,"Private, Women's college",1899,None,Semester,Urban,$194.9 million,http://www.simmons.edu
Simon Fraser University,unranked,,,"Burnaby, British Columbia",,,True,public,Unranked,-2,False,,,59,,,,,25649,,,,N/A,N/A,"Public, Coed",1965,None,Trimester,Suburban,N/A,https://www.sfu.ca
Simpson College,national-liberal-arts-colleges,,IA,Indianola,50125,,True,private,#136,136,True,20,,84,40666,3.6,,,1391,,1050,,1050-1250,20-25,"Private, Coed",1860,United Methodist,4-4-1,Suburban,N/A,http://www.simpson.edu
Simpson University,regional-universities-west,,CA,Redding,96003,west,True,private,#82,82,True,18,,56,,,,,,,998,,998-1183,18-23,"Private, Coed",1921, Christ and Missionary Alliance Church,Semester,Suburban,N/A,http://www.simpsonu.edu
Sinte Gleska University,tribal,,SD,Rosebud,57570,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.sintegleska.edu/
Sitting Bull College,tribal,,ND,Fort Yates,58538,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.sittingbull.edu/
Skagit Valley College,regional-colleges-west,,WA,Mount Vernon,98273,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.pucpr.edu/arecibo
Skidmore College,national-liberal-arts-colleges,,NY,Saratoga Springs,12866,,True,private,#39,39,True,27,42,27,56172,,,,2612,,1223,25080.0,1223-1400,27-31,"Private, Coed",1903,None,Semester,Suburban,$379.3 million +,http://www.skidmore.edu
Skyline College,regional-colleges-west,,CA,San Bruno,94066,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//skylinecollege.edu
Slippery Rock University of Pennsylvania,regional-universities-north,,PA,Slippery Rock,16057,north,True,public,#75,75,True,19,23,73,14356,3.4,,,7538,,1010,23648.0,1010-1170,19-25,"Public, Coed",1889,None,Semester,Rural,$33.6 million,http://www.sru.edu/admissions
Smith College,national-liberal-arts-colleges,,MA,Northampton,01063,,True,private,#11,11,True,30,59,31,54224,3.9,3.5,,2502,,1320,19777.0,1320-1490,30-33,"Private, Women's college",1871,None,Semester,Suburban,$1.9 billion,https://www.smith.edu
Snow College,regional-colleges-west,,UT,Ephraim,84627,west,True,public,Unranked,-2,False,17,,100,,,,,,,,,N/A,17-24,"Public, Coed",1888,None,Semester,Rural,$10.1 million +,https://www.snow.edu/admissions/
Sofia University,health,,CA,Palo Alto,,,True,proprietary,Unranked,-2,False,,,,,,,,13,,,,N/A,N/A,Proprietary,N/A,None,N/A,N/A,N/A,
Soka University of America,national-liberal-arts-colleges,,CA,Aliso Viejo,92656,,True,private,#27,27,True,25,84,39,34086,3.7,,,428,,1180,22901.0,1180-1410,25-30,"Private, Coed",1987,None,Semester,Suburban,$1.3 billion,http://www.soka.edu
Solano Community College,regional-colleges-west,,CA,Fairfield,94534,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.solano.edu
Sonoma State University,regional-universities-west,,CA,Rohnert Park,94928,west,True,public,#37,37,True,18,,92,19760,3.2,,,8565,2.3,980,,980-1170,18-23,"Public, Coed",1960,None,Semester,Suburban,$36.8 million,http://www.sonoma.edu
South Carolina State University,regional-universities-south,,SC,Orangeburg,29117,south,True,public,#82,82,True,15,,53,21750,3.1,2.0,,2430,,860,,860-1010,15-18,"Public, Coed",1896,None,Semester,Suburban,N/A,http://www.scsu.edu
South College,health,,TN,Knoxville,37909,,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Proprietary,N/A,None,N/A,N/A,N/A,//www.southcollegetn.edu/
South Dakota School of Mines and Technology,specialty-engineering,,SD,Rapid City,57701,,True,public,Unranked,-2,False,24,,83,14820,,2.3,,2304,,1160,,1160-1363,24-29,"Public, Coed",1885,None,Semester,City,N/A,//www.sdsmt.edu
South Dakota State University,national-universities,,SD,Brookings,57007,,True,public,#272,272,True,20,,92,12590,,2.0,,10547,,1010,,1010-1260,20-26,"Public, Coed",1881,None,Semester,Rural,$117.1 million +,http://www.sdstate.edu
Southeastern Baptist Theological Seminary,regional-universities-south,,NC,Wake Forest,27587,south,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1950,Southern Baptist,Semester,Suburban,N/A,http://www.sebts.edu/
Southeastern Louisiana University,regional-universities-south,,LA,Hammond,70402,south,True,public,#96-#122,-1,False,20,,90,20643,3.3,,,13360,,,,N/A,20-25,"Public, Coed",1925,None,Semester,Rural,$18.0 million,http://www.southeastern.edu
Southeastern Oklahoma State University,regional-universities-west,,OK,Durant,74701,west,True,public,#87-#113,-1,False,18,,72,,,,,,,,,N/A,18-23,"Public, Coed",1909,Other,Semester,Rural,$24.3 million +,http://www.se.edu
Southeastern University,regional-universities-south,,FL,Lakeland,33801,south,True,private,#92,92,True,18,,48,25870,3.5,,,7708,,960,,960-1170,18-24,"Private, Coed",1935, Assemblies of God Church,Semester,Suburban,$8.5 million +,http://www.seu.edu
Southeast Missouri Hospital College of Nursing and Health Sciences,health,,MO,Cape Girardeau,,,True,private,Unranked,-2,False,,,,11691,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,
Southeast Missouri State University,regional-universities-midwest,,MO,Cape Girardeau,63701,midwest,True,public,#78,78,True,20,,84,13830,3.5,2.1,,10041,2.1,1030,,1030-1240,20-25,"Public, Coed",1873,None,Semester,Suburban,$79.0 million,http://www.semo.edu
Southern Adventist University,regional-universities-south,,TN,Collegedale,37315,south,True,private,#50,50,True,19,64,93,22520,3.5,,,2531,,800,24154.0,800-900,19-26,"Private, Coed",1892,Seventh Day Adventist,Semester,Rural,$43.2 million,http://www.southern.edu
Southern Arkansas University,regional-universities-south,,AR,Magnolia,71754,south,True,public,#96-#122,-1,False,19,,65,13480,3.3,,,3542,,970,,970-1220,19-24,"Public, Coed",1909,None,Semester,Rural,$46.4 million +,http://www.saumag.edu
Southern Baptist Theological Seminary,faith,,KY,Louisville,40280,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.sbts.edu/
Southern California Institute of Architecture,specialty-arts,,CA,Los Angeles,90013,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.sciarc.edu
Southern California University of Health Sciences,health,,CA,Whittier,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,
Southern Connecticut State University,regional-universities-north,,CT,New Haven,06515,north,True,public,#129-#170,-1,False,18,,66,23248,3,,,8122,,920,,920-1130,18-24,"Public, Coed",1893,None,Semester,Suburban,$28.7 million +,http://www.southernct.edu/
Southern Illinois University--Carbondale,national-universities,Southern Illinois University Carbondale Southern Illinois University Carbondale,IL,Carbondale,62901,,True,public,#254,254,True,20,,72,14904,3.2,2.0,,9552,2.6,1020,,1020-1300,20-27,"Public, Coed",1869,None,Semester,Rural,$149.1 million +,http://www.siu.edu
Southern Illinois University--Edwardsville,national-universities,Southern Illinois University Edwardsville Southern Illinois University Edwardsville,IL,Edwardsville,62026,,True,public,#293-#381,-1,False,21,,87,12219,3.5,2.7,,10833,2.3,1010,,1010-1220,21-27,"Public, Coed",1957,Undenominational,Semester,Suburban,$23.7 million,http://www.siue.edu
Southern Methodist University,national-universities,SMU,TX,Dallas,75275,,True,private,#64,64,True,29,22,51,56560,3.6,2.5,,6479,3.4,1280,52939.0,1280-1460,29-33,"Private, Coed",1911,United Methodist,Semester,Urban,$1.6 billion +,http://www.smu.edu
Southern Nazarene University,regional-universities-west,,OK,Bethany,73008,west,True,private,#87-#113,-1,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1899,None,N/A,Suburban,N/A,http://www.snu.edu
Southern New Hampshire University,regional-universities-north,,NH,Manchester,03106,north,True,private,#92,92,True,18,,91,31136,,2.1,,3122,,990,,990-1160,18-25,"Private, Coed",1932,None,Semester,Suburban,N/A,http://www.snhu.edu
Southern Oregon University,regional-universities-west,,OR,Ashland,97520,west,True,public,#87-#113,-1,False,19,,76,25545,3.3,,,5256,,920,,920-1150,19-25,"Public, Coed",1926,None,Quarter,City,$32.1 million +,http://www.sou.edu
Southern University and A&M College,regional-universities-south,,LA,Baton Rouge,70813,south,True,public,#96-#122,-1,False,17,,38,53816,3,2.0,,5838,,842,,842-957,17-20,"Public, Coed",1880,None,Semester,Urban,$9.4 million +,http://www.subr.edu/
Southern University--New Orleans,regional-universities-south,Southern University New Orleans Southern University New Orleans,LA,New Orleans,70126,south,True,public,#96-#122,-1,False,15,,25,,,,,,,,,N/A,15-18,"Public, Coed",1956,None,Semester,Urban,N/A,http://www.suno.edu
Southern Utah University,regional-universities-west,,UT,Cedar City,84720,west,True,public,#72,72,True,21,,79,20586,3.6,2.3,,9271,2.0,1010,,1010-1250,21-27,"Public, Coed",1897,None,Semester,Rural,$28.9 million +,https://www.suu.edu
Southern Virginia University,national-liberal-arts-colleges,,VA,Buena Vista,24416,,True,private,#164-#215,-1,False,14,,56,17290,,,,,,795,,795-1088,14-26,Private,N/A,None,N/A,N/A,N/A,
Southern Wesleyan University,regional-universities-south,,SC,Central,29630,south,True,private,#75,75,True,,,53,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,http://www.swu.edu
South Florida State College,regional-colleges-south,,FL,Avon Park,33825,south,True,public,#36,36,True,17,,100,11859,3,,,2910,,400,,400-400,17-18,"Public, Coed",1966,None,Semester,Rural,$6.3 million +,//www.southflorida.edu
South Georgia State College,regional-colleges-south,,GA,Douglas,31533,south,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",N/A,None,Semester,Rural,N/A,http://www.sgsc.edu
South Seattle College,regional-colleges-west,Seattle Community College South Campus,WA,Seattle,98106,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.southseattle.edu
South Texas College,regional-colleges-west,,TX,McAllen,78501,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.southtexascollege.edu/
South University,health,,GA,Savannah,33411,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,http://www.southuniversity.edu
South University-Tampa,health,,FL,Tampa,,,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Proprietary,N/A,None,N/A,N/A,N/A,
Southwest Baptist University,regional-universities-midwest,,MO,Bolivar,65613,midwest,True,private,#117-#153,-1,False,19,,71,24510,3.5,,,2663,,996,,996-1206,19-26,"Private, Coed",1878,Southern Baptist,4-1-4,Rural,$27.9 million,http://www.sbuniv.edu
Southwestern Adventist University,regional-colleges-west,,TX,Keene,76059,west,True,private,#11,11,False,17,,55,22188,3.3,,,776,,900,,900-1145,17-22,"Private, Coed",1893,Seventh Day Adventist,Semester,Rural,$13.1 million +,http://www.swau.edu
Southwestern Assemblies of God University,regional-universities-west,,TX,Waxahachie,75165,west,True,private,#87-#113,-1,False,17,,28,,,,,,,900,,900-1080,17-24,"Private, Coed",1927,None,Semester,Suburban,$10.5 million,http://www.sagu.edu/
Southwestern Christian College,regional-colleges-west,,TX,Terrell,75160,west,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.swcc.edu
Southwestern Christian University,regional-colleges-west,,OK,Bethany,73008,west,True,private,#23,23,True,16,,58,18630,3.2,,,560,,890,,890-1035,16-21,"Private, Coed",1946,Pentecostal Holiness Church,Semester,Suburban,$2.2 million,http://www.swcu.edu/
Southwestern College,regional-universities-midwest,,KS,Winfield,67156,midwest,True,private,#117-#153,-1,False,18,,55,31650,3.3,,,1346,,900,,900-1080,18-22,"Private, Coed",1885,United Methodist,Semester,Rural,$26.7 million +,http://www.sckans.edu
Southwestern Oklahoma State University,regional-universities-west,,OK,Weatherford,73096,west,True,public,#82,82,True,18,,92,14235,3.4,,,4450,,,,N/A,18-24,"Public, Coed",1901,None,Semester,Rural,$23.2 million +,http://www.swosu.edu
Southwestern University,national-liberal-arts-colleges,,TX,Georgetown,78627,,True,private,#92,92,True,23,63,45,43560,,,,1430,,1130,24782.0,1130-1330,23-29,"Private, Coed",1840,United Methodist,Semester,Suburban,$281.5 million,http://www.southwestern.edu
Southwest Minnesota State University,regional-universities-midwest,,MN,Marshall,56258,midwest,True,public,#114,114,True,17,,60,8648,3.2,,,6444,,,,N/A,17-23,"Public, Coed",1963,None,Semester,Rural,N/A,http://www.smsu.edu
Southwest University of Visual Arts,specialty-arts,The Art Center Design College Tucson,AZ,Tucson,85716,,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Proprietary,N/A,None,N/A,N/A,N/A,//www.suva.edu/
Spalding University,national-universities,,KY,Louisville,40203,,True,private,#293-#381,-1,False,18,,59,,,,,,,980,,980-1125,18-23,"Private, Coed",1814,None,Other,N/A,N/A,http://www.spalding.edu
